"x1","x2","y"
0.375195022919651,-0.487465196848024,0
1.48728016254539,0.228699909722023,0
-0.899651545217429,1.60526081295977,1
0.0852938484728653,0.0143863874406705,1
0.261964751464101,-1.16634106034412,0
0.173718697111268,-1.78432001731753,0
-0.246901630240151,0.0152701052681436,1
-0.284967611617152,0.148118561494053,1
-1.75322506826017,1.64232594367655,1
0.864864218910021,-1.28426843936421,0
1.37415629213119,0.0548789068539009,0
0.499843936241049,-0.517975246263948,1
0.369736120229055,-0.628443169498972,1
0.0191756290951274,1.12971023984355,1
-1.57486072069369,1.23845599297631,1
1.64790051329965,-1.30114823642566,0
-0.697054160113277,0.884132065539508,1
0.102777733498556,-1.0076903634068,1
-0.427159003748971,-0.339621350370141,1
0.979190010407912,0.445051916064233,1
1.08844014851373,-1.11660508688893,0
0.125005394551721,-0.146407449822084,1
-0.854636795840981,-0.461968073159229,1
-0.316752200293588,0.545864173459325,1
-0.798763795417231,-0.240286281331886,1
0.584009464474435,-1.1214385898937,0
-0.319597186221993,-1.08551451869747,0
-0.421005833799885,-0.297389916309953,0
0.726501179745188,-0.580580712545668,0
-1.40436071619738,-0.508153792369862,1
0.994125664411582,1.18931006019562,1
0.89739302666488,-0.236068930947009,0
-1.22081597197937,-0.633723144357771,1
-0.101565292189042,1.33272926007204,1
2.21321940442763,-1.80183939303533,0
2.12457019572418,-0.794126498690077,0
0.555362147886542,-0.259378840885465,0
0.188214320500452,-1.6278415446644,0
-1.27738677631641,-0.0340606793343266,1
-0.0706876890513558,-0.543075960415632,1
0.760457655371599,-1.99311178436181,1
0.377061401123485,-1.00318830030828,0
-0.707005683545126,-2.13240468589733,0
0.169889636922862,0.807050530124103,1
0.117760554276532,-0.751244095100915,0
2.369128833633,1.31008181550305,0
0.90981569935158,1.20867838489526,0
-1.03368051771171,2.2483629790343,1
2.33875618486541,0.793110427921012,0
1.80037075899094,1.79265994320318,0
0.312837198210692,-0.476412626128785,0
-0.900374763951751,-0.390752995062653,1
-0.843504502356306,-0.481461851845763,1
-0.656975667629999,-1.05594637831219,1
0.439309010001423,0.38687733468755,1
-0.58096647487903,0.838086036679903,1
-0.266659051595326,0.614042742317057,1
-0.287452698938845,-0.182050805359805,1
0.00369338871368392,-1.62052452119335,0
-0.523527831616394,0.20612582152729,1
0.0664045016062938,0.529710090006518,1
-0.691712726944202,-1.07693811753628,1
-0.0792888020365737,-0.880838491105221,0
-0.0965193836302511,-0.806297956319586,0
-0.408043744478538,0.123375216042392,0
-0.974402936590679,0.701882648427391,1
-0.679929906316128,1.35486561279363,1
0.62850801315827,1.26281843996829,1
0.24001638811496,-1.67908235191367,0
0.395093671710952,-0.106785761760164,0
0.592233978256384,0.531567380414118,0
-0.638292021421224,0.330677188064423,1
-0.584907633558395,1.55525530536596,1
0.0470281958958387,-1.09931674332973,0
-1.25050213704018,1.85396378001377,1
-1.49719977374208,0.341036707134966,1
-0.922340078488236,1.66128426302002,1
-0.110357727199148,-1.50789477278964,0
1.46170627515659,0.25847856806066,0
1.35001304881977,0.0114319568383003,0
-0.59148151249813,-0.204730598703773,1
-0.989548792111184,-0.292827763815191,0
-0.310399306201474,-0.500546042125322,0
0.567776466016062,0.728309158163469,1
0.282788648555511,-0.32835943800347,0
-0.0453449127002373,-2.01455971969317,0
-0.26790162102931,-0.413985687941484,1
0.983041527418135,0.722056999474903,0
0.184965750766503,1.49468730717669,1
0.52399387979054,1.33295262828322,0
1.07285987726773,0.663035172040293,1
-1.49277364430293,0.116676424083182,1
0.798865580597065,0.379503249590106,0
0.85796206132654,-0.868945711628208,0
-0.440703100616422,0.0114182728281079,1
-0.417071645302611,0.763544195376175,1
0.101543170691109,-1.12616105776815,0
1.03470444971524,0.105430098950253,0
-1.70492120109744,-1.32531933989218,1
0.311463089969792,-0.383274947726734,0
0.837019085280097,0.878423571456378,0
0.475627096340975,0.338695095413663,1
-0.2603629808738,0.293017883754624,1
0.520239718133632,1.3599649703444,1
1.56032405882356,-0.27752501225686,0
0.548492210258195,1.61441863053811,1
1.89655275650916,1.75779823202052,0
-1.42346091143868,-0.127364485184071,1
-0.550235970739047,-1.248845811967,0
-0.781159987900381,-1.9378287822406,0
-0.661441397844217,-0.122832394423643,1
0.688448810508019,-0.276770238796559,0
1.14374440226314,0.320618261270476,0
1.85610910395167,0.567471015365362,0
0.914534444524207,0.722810407030015,0
1.25853630749578,-0.00869232020094746,0
-1.17784688842948,0.742322311383211,1
1.02064611299738,-0.419948493002242,0
-0.612687515766153,2.03055679526829,1
-0.405027755373245,-1.81660413811935,0
0.279416895965235,0.363249745785665,0
-0.179461156740257,0.511194384847147,1
-1.6521926041055,-0.45816522743489,1
0.930461977130898,1.22510966467969,0
0.109131980576458,-0.467214589835889,0
-0.478033005178421,0.634758065200021,1
0.705236779445831,0.616939536278774,0
-0.63933913278998,0.073557849347838,0
